id,State_Code,State_Name,State_ab,County,City,Place,Type,Primary,Zip_Code,Area_Code,ALand,AWater,Lat,Lon,Mean,Median,Stdev,sum_w
21023379,21,Kentucky,KY,Adair County,Jenkins,Columbia city,Track,Track,41537,606,58538854,255742,37.2235693,-82.6350636,27539,13743,27745,250.055526960036
21023399,21,Kentucky,KY,Adair County,Blackey,Columbia city,Track,Track,41804,606,340341785,1200916,37.092235,-82.974549,21435,16430,21219,303.010213447682
21023409,21,Kentucky,KY,Adair County,Tollesboro,Columbia city,Track,Track,41189,606,335100079,11536074,38.5990082,-83.5454571,39372,29231,32943,250.318770744221
21023429,21,Kentucky,KY,Adair County,Waynesburg,Columbia city,Track,Track,40489,606,249926949,848187,37.378425,-84.6647902,39382,24020,37843,437.156902815086
21023439,21,Kentucky,KY,Adair County,Smithland,Columbia city,Track,Track,42081,270,320394416,37247391,37.1060933,-88.3219449,50097,41971,37889,354.988959678375
21023469,21,Kentucky,KY,Adair County,Eddyville,Columbia city,Track,Track,42038,270,170372837,61690968,36.9619364,-88.1153019,0,0,0,0.0
21023479,21,Kentucky,KY,Adair County,Paducah,Columbia city,Track,Track,42003,270,6548768,89888,37.0645855,-88.6108891,38213,30554,30508,341.220383437512
21023529,21,Kentucky,KY,Adair County,Whitley City,Columbia city,Track,Track,42653,606,170098446,1853201,36.7407126,-84.4125139,23267,14894,22439,327.44925857123
21023579,21,Kentucky,KY,Adair County,Waco,Columbia city,Track,Track,40385,859,228750343,4192876,37.7457515,-84.1653889,55177,33949,54915,372.779250060026
21023589,21,Kentucky,KY,Adair County,Berea,Columbia city,Track,Track,40403,859,16604507,40659,37.544976,-84.2974082,33116,28933,22497,330.189465446897
21023599,21,Kentucky,KY,Adair County,Salyersville,Columbia city,Track,Track,41465,606,245883668,615831,37.8109924,-83.0575998,33055,26276,23901,379.512623153723
21023629,21,Kentucky,KY,Adair County,Calvert City,Columbia city,Track,Track,42029,270,100041390,823100,36.9490707,-88.4126567,56747,54819,30655,373.450331449871
21023649,21,Kentucky,KY,Adair County,Inez,Columbia city,Track,Track,41224,606,360692971,994861,37.8051853,-82.5455542,25101,18979,19936,331.558863630946
21023679,21,Kentucky,KY,Adair County,Ekron,Columbia city,Track,Track,40117,270,131471718,1388655,37.9254451,-86.1880147,75341,65183,53473,125.593766152112
21023689,21,Kentucky,KY,Adair County,Payneville,Columbia city,Track,Track,40157,270,323014290,30112830,38.0535869,-86.3269283,60841,48532,46802,387.184892663503
21023699,21,Kentucky,KY,Adair County,Harrodsburg,Columbia city,Track,Track,40330,859,261024754,4425217,37.8799293,-84.9045339,62987,52265,56270,301.549315606817
21023719,21,Kentucky,KY,Adair County,Edmonton,Columbia city,Track,Track,42129,270,336145534,942470,36.9664353,-85.5552014,44173,34459,38285,307.559212332366
21023729,21,Kentucky,KY,Adair County,Tompkinsville,Columbia city,Track,Track,42167,270,108749894,839544,36.6834431,-85.7286589,30936,20079,23961,399.517085246567
21023759,21,Kentucky,KY,Adair County,West Liberty,Columbia city,Track,Track,41472,606,123066421,969743,37.8933925,-83.2233795,46171,27660,45747,424.719333208066
2102379,21,Kentucky,KY,Adair County,Dry Ridge,Columbia city,Track,Track,41035,859,178272392,2456075,38.6983982,-84.685965,56962,45562,45824,1478.22860259005
21023799,21,Kentucky,KY,Adair County,Bardstown,Columbia city,Track,Track,40004,502,49058473,494736,37.8519137,-85.4076969,44761,33351,41203,1263.20039683399
21023809,21,Kentucky,KY,Adair County,Boston,Columbia city,Track,Track,40107,502,198521440,3543567,37.7729025,-85.6215665,66866,60816,47122,348.182571534239
21023849,21,Kentucky,KY,Adair County,Crestwood,Columbia city,Track,Track,40014,502,43211564,509781,38.3521639,-85.372355,106522,300000,56208,190.784000383256
21023879,21,Kentucky,KY,Adair County,Owenton,Columbia city,Track,Track,40359,502,314711780,4285422,38.5090123,-84.8602017,59430,47965,46620,234.990530724405
21023889,21,Kentucky,KY,Adair County,Booneville,Columbia city,Track,Track,41314,606,393651223,1587958,37.3996989,-83.6894098,30704,23603,28891,200.185816703475
21023899,21,Kentucky,KY,Adair County,Falmouth,Columbia city,Track,Track,41040,859,231686144,4515249,38.6387805,-84.2890824,46946,31459,51999,411.753896707419
21023909,21,Kentucky,KY,Adair County,Avawam,Columbia city,Track,Track,41713,606,118231882,651482,37.2288531,-83.2462411,46215,32305,35181,532.25494122571
21023919,21,Kentucky,KY,Adair County,Viper,Columbia city,Track,Track,41774,606,127771268,776730,37.1427448,-83.1396181,37572,20910,40209,180.524042312985
21023929,21,Kentucky,KY,Adair County,Pikeville,Columbia city,Track,Track,41501,606,129254356,5345,37.5531518,-82.5485095,57181,42727,46836,411.821501651972
21023949,21,Kentucky,KY,Adair County,Dorton,Columbia city,Track,Track,41520,606,91891214,0,37.2696334,-82.5832913,38246,24189,41445,283.018734255596
21023969,21,Kentucky,KY,Adair County,Williamson,Columbia city,Track,Track,25661,304,48589203,0,37.6477306,-82.3007755,64900,50183,54632,261.455344671336
21023979,21,Kentucky,KY,Adair County,Majestic,Columbia city,Track,Track,41547,606,195473023,261,37.4920396,-82.0978361,28466,23783,26903,427.202872415887
21024009,21,Kentucky,KY,Adair County,Nancy,Columbia city,Track,Track,42544,606,326122893,12647095,37.0724932,-84.7858415,51364,32341,50126,264.415357344264
21024029,21,Kentucky,KY,Adair County,Burnside,Columbia city,Track,Track,42519,606,115765681,5161660,37.0370345,-84.5461997,28318,17479,25775,330.54304790105
21024049,21,Kentucky,KY,Adair County,Brodhead,Columbia city,Track,Track,40409,606,147046956,1799833,37.409406,-84.3913029,32168,17843,39270,242.254087804482
21024059,21,Kentucky,KY,Adair County,Morehead,Columbia city,Track,Track,40351,606,242006556,1106680,38.2918759,-83.4610681,78653,62003,58212,456.634563879674
21024069,21,Kentucky,KY,Adair County,Clearfield,Columbia city,Track,Track,40313,606,168646468,14036780,38.1028397,-83.4486719,45499,43518,24186,297.988781606939
2102409,21,Kentucky,KY,Adair County,South Shore,Columbia city,Track,Track,41175,606,31586891,4066912,38.7117238,-82.972306,40742,28291,35976,857.299894536561
21024149,21,Kentucky,KY,Adair County,Simpsonville,Columbia city,Track,Track,40067,502,94695071,2050346,38.1655576,-85.3458424,134599,300000,85522,125.559165029392
21024179,21,Kentucky,KY,Adair County,Campbellsville,Columbia city,Track,Track,42718,270,229873943,668977,37.4213844,-85.4423323,44581,38523,35352,135.36307379252
21024209,21,Kentucky,KY,Adair County,Cadiz,Columbia city,Track,Track,42211,270,278844918,5248612,36.8118426,-87.7403257,43462,30186,38893,342.813653389863
21024289,21,Kentucky,KY,Adair County,Alvaton,Columbia city,Track,Track,42122,270,181060240,2016751,36.8764116,-86.3304574,81386,64723,56018,542.434395116945
21024339,21,Kentucky,KY,Adair County,Sebree,Columbia city,Track,Track,42455,270,313408582,3730337,37.5705132,-87.5404145,48122,46110,35124,299.817533490408
21024369,21,Kentucky,KY,Adair County,Williamsburg,Columbia city,Track,Track,40769,606,175468061,2200952,36.7135739,-84.2263465,27360,25582,17933,243.658833043304
21024379,21,Kentucky,KY,Adair County,Hazel Green,Columbia city,Track,Track,41332,606,327287477,797893,37.7359133,-83.4122239,35425,27574,29917,332.55754179591
21024399,21,Kentucky,KY,Adair County,Midway,Columbia city,Track,Track,40347,859,70425451,304636,38.1519343,-84.7074267,60456,53851,41865,310.683950746322
2102649,21,Kentucky,KY,Adair County,Fairdale,Columbia city,Track,Track,40118,502,8827039,66924,38.1122056,-85.7579171,48446,41162,35192,1537.54586787353
2102689,21,Kentucky,KY,Adair County,Wittensville,Columbia city,Track,Track,41274,606,114977932,243594,37.8958026,-82.7835487,44624,34257,42371,975.824955218119
2102729,21,Kentucky,KY,Adair County,Elsmere,Columbia city,Track,Track,41018,859,1206398,2151,39.0049767,-84.608083,53070,46113,34630,529.114278670866
2102739,21,Kentucky,KY,Adair County,Topmost,Columbia city,Track,Track,41862,606,137165205,114472,37.3355876,-82.778079,38717,26035,31527,703.673590640822
2102779,21,Kentucky,KY,Adair County,Littcarr,Columbia city,Track,Track,41834,606,85766354,132053,37.2440677,-82.8326925,33792,17987,32900,497.609888087166
2102929,21,Kentucky,KY,Adair County,Beaver Dam,Columbia city,Track,Track,42320,270,244999149,3195164,37.3682094,-86.8192598,45807,38878,39536,1968.06460025778
2102979,21,Kentucky,KY,Adair County,Fedscreek,Columbia city,Track,Track,41524,606,221255436,2907519,37.4030751,-82.2712251,37703,24668,35220,955.27955396672
22011016,22,Louisiana,LA,Avoyelles Parish,Effie,Center Point,CDP,place,71331,318,12238233,0,31.252383,-92.209942,32097,31433,16772,103.162883208321
22011026,22,Louisiana,LA,Lincoln Parish,Choudrant,Choudrant,Village,place,71227,318,9953722,131341,32.535173,-92.529874,67106,53051,56403,260.75493082008
22011036,22,Louisiana,LA,St. James Parish,St. James,Convent,CDP,place,70086,225,10067827,3739007,30.015211,-90.820234,67004,45256,76711,127.156805166468
22011046,22,Louisiana,LA,Lafourche Parish,Cut Off,Cut Off,CDP,place,70345,985,37916922,324604,29.516283,-90.329714,64855,53934,51733,1269.61505691
22011056,22,Louisiana,LA,St. Charles Parish,Des Allemands,Des Allemands,CDP,place,70030,985,25768006,5921493,29.815303,-90.470463,80007,51357,66086,334.283717188269
22011066,22,Louisiana,LA,Lincoln Parish,Dubach,Dubach,Town,place,71235,318,4706063,159219,32.703291,-92.66153,36368,22811,36751,272.15534524917
22011076,22,Louisiana,LA,Acadia Parish,Egan,Egan,CDP,place,70531,337,12557927,30879,30.245515,-92.511594,45900,300000,41648,231.497389844589
22011086,22,Louisiana,LA,Acadia Parish,Estherwood,Estherwood,Village,place,70534,337,4827611,0,30.181614,-92.463315,61237,45219,57136,226.960188019864
22011106,22,Louisiana,LA,De Soto Parish,Stonewall,Frierson,CDP,place,71078,318,1429782,19677,32.246929,-93.686855,54275,300000,32043,50.9977198007812
22011116,22,Louisiana,LA,Rapides Parish,Glenmora,Glenmora,Town,place,71433,318,4480227,0,30.973315,-92.582382,36799,27941,36572,345.714089087335
22011126,22,Louisiana,LA,St. James Parish,Paulina,Grand Point,CDP,place,70763,225,11008638,821775,30.047208,-90.750071,85140,69993,59578,382.270606575919
22011136,22,Louisiana,LA,Red River Parish,Coushatta,Hall Summit,Village,place,71019,318,4331786,5777,32.177023,-93.305105,51678,47578,32534,86.596915142887
22011146,22,Louisiana,LA,Avoyelles Parish,Bunkie,Hessmer,Village,place,71322,318,2141082,0,31.053373,-92.121487,50304,28320,53349,246.020302220712
22011156,22,Louisiana,LA,Acadia Parish,Iota,Iota,Town,place,70543,337,3289471,0,30.326054,-92.495612,53518,36596,51682,473.450501410144
22011166,22,Louisiana,LA,Catahoula Parish,Jonesville,Jonesville,Town,place,71343,318,4971930,1452,31.622318,-91.83443,37960,22547,41220,614.17095464349
22011186,22,Louisiana,LA,Lafourche Parish,Thibodaux,Lafourche Crossing,CDP,place,70310,985,10903916,0,29.767458,-90.769686,81154,74032,51813,338.810525581899
22011196,22,Louisiana,LA,Vernon Parish,Leesville,Leesville city,City,place,71446,337,14492071,55805,31.139709,-93.275175,46430,37674,38667,1782.12536093941
22011216,22,Louisiana,LA,Evangeline Parish,Mamou,Mamou,Town,place,70554,337,3637333,0,30.634913,-92.417927,28099,19638,25083,915.289219610328
22011236,22,Louisiana,LA,LaSalle Parish,Jena,Midway,CDP,place,71342,318,7851652,82412,31.675565,-92.146581,33431,23242,32410,434.34766609559
22011256,22,Louisiana,LA,Bienville Parish,Gibsland,Mount Lebanon,Town,place,71028,318,10438123,0,32.505248,-93.049923,57408,29979,57247,19.7325297578418
22011266,22,Louisiana,LA,St. Charles Parish,Destrehan,New Sarpy,CDP,place,70047,985,3034577,626800,29.980898,-90.383165,47023,34449,38883,401.915304901026
22011286,22,Louisiana,LA,St. Martin Parish,Parks,Parks,Village,place,70582,337,2182816,108777,30.217809,-91.827593,48660,36611,37938,204.462049536049
22011296,22,Louisiana,LA,Iberville Parish,Plaquemine,Plaquemine city,City,place,70764,225,7562859,214118,30.283156,-91.243812,56501,43118,47680,1729.23898095303
22011306,22,Louisiana,LA,Plaquemines Parish,Port Sulphur,Port Sulphur,CDP,place,70083,504,14181149,7765380,29.504507,-89.721978,38721,32179,34130,454.707894695758
22011336,22,Louisiana,LA,Lincoln Parish,Ruston,Ruston city,City,place,70270,318,54172929,175428,32.532986,-92.635327,42841,28084,43981,5843.80539164776
22011346,22,Louisiana,LA,Terrebonne Parish,Schriever,Schriever,CDP,place,70395,985,37058924,161094,29.735074,-90.830833,58896,47871,45184,1641.35029376545
22011356,22,Louisiana,LA,Vernon Parish,Simpson,Simpson,Village,place,71474,337,15966314,112518,31.256344,-93.018431,87551,300000,54626,107.127380129359
22011366,22,Louisiana,LA,Union Parish,Spearsville,Spearsville,Village,place,71277,318,5347626,0,32.933875,-92.602205,45073,38723,36322,40.2988724244376
22011376,22,Louisiana,LA,Calcasieu Parish,Sulphur,Sulphur city,City,place,70663,337,26304983,0,30.230387,-93.355776,59185,47114,47445,4738.23372127246
22011386,22,Louisiana,LA,Tangipahoa Parish,Natalbany,Tickfaw,Village,place,70451,985,4148416,0,30.577077,-90.487163,50109,40961,36641,160.5627769117
22011396,22,Louisiana,LA,Pointe Coupee Parish,New Roads,Ventress,CDP,place,70760,225,5244786,2056696,30.678922,-91.430525,62667,55130,45240,269.150073791778
22011406,22,Louisiana,LA,Livingston Parish,Walker,Walker,Town,place,70785,225,17006348,73067,30.482821,-90.866884,65189,61302,45384,1318.35043162595
22011416,22,Louisiana,LA,Ouachita Parish,West Monroe,West Monroe city,City,place,71291,318,20707856,747522,32.51234,-92.15107,43696,32324,41086,4002.96462743521
22011426,22,Louisiana,LA,East Baton Rouge Parish,Zachary,Zachary city,City,place,70791,225,61972760,82326,30.663184,-91.158209,80825,73236,57932,2492.04824105617
2201946,22,Louisiana,LA,Tangipahoa Parish,Amite,Amite City,Town,place,70422,985,10012942,38231,30.732164,-90.515286,59469,48715,48098,818.401210943216
2201966,22,Louisiana,LA,East Baton Rouge Parish,Baton Rouge,Baton Rouge city,City,place,70806,225,222547923,5682680,30.442174,-91.130894,56178,39487,54542,57977.1747944627
2201976,22,Louisiana,LA,St. Mary Parish,Morgan City,Bayou Vista,CDP,place,70380,985,4665993,379499,29.690571,-91.26698,54574,40407,46823,1332.50092659126
2201986,22,Louisiana,LA,Washington Parish,Bogalusa,Bogalusa city,City,place,70427,985,24614321,129231,30.775378,-89.86166,34266,22330,35385,3592.47798629886
2201996,22,Louisiana,LA,Jefferson Parish,Bridge City,Bridge City,CDP,place,70094,504,10826865,2758097,29.940771,-90.156566,42668,31080,35901,1805.83784929563
22021009,22,Louisiana,LA,Acadia Parish,Pearl River,Crowley city,Track,Track,70452,985,52747903,484432,30.3666198,-89.7937723,47399,30819,52247,1580.03433382983
22021019,22,Louisiana,LA,Acadia Parish,Slidell,Crowley city,Track,Track,70458,985,2946322,81257,30.2795577,-89.7644831,62853,54611,46439,665.965739087062
22021029,22,Louisiana,LA,Acadia Parish,Mandeville,Crowley city,Track,Track,70448,985,4327842,110270,30.3881804,-90.0666506,141605,136747,77611,349.727378463493
22021039,22,Louisiana,LA,Acadia Parish,Kentwood,Crowley city,Track,Track,70444,985,424483396,1432954,30.7762662,-90.3662411,58505,43190,49730,1585.47106983659
22021069,22,Louisiana,LA,Acadia Parish,Houma,Crowley city,Track,Track,70363,985,6128301,191676,29.5792021,-90.6946356,49016,42529,38378,1463.22801431724
22021089,22,Louisiana,LA,Acadia Parish,Kaplan,Crowley city,Track,Track,70548,337,27667968,17069,30.0064883,-92.2852635,46076,25940,49206,1411.75842488432
2202109,22,Louisiana,LA,Acadia Parish,Shreveport,Crowley city,Track,Track,71109,318,2792641,0,32.4569056,-93.802965,32874,21509,37675,1044.89536806501
22021109,22,Louisiana,LA,Acadia Parish,Fort Polk,Crowley city,Track,Track,71459,337,4185121,0,31.0644808,-93.2276371,55040,51008,31993,747.804610575291
22021129,22,Louisiana,LA,Acadia Parish,Minden,Crowley city,Track,Track,71058,318,9972831,515283,32.6108125,-93.3041735,26560,16927,27267,975.092810864659
22021139,22,Louisiana,LA,Acadia Parish,Oak Grove,Crowley city,Track,Track,71263,318,281524261,1003325,32.9318206,-91.3885825,52036,34966,48198,1266.98312320564
22021149,22,Louisiana,LA,Acadia Parish,Church Point,Crowley city,Track,Track,70525,337,47243493,0,30.4101287,-92.2171924,40132,300000,26254,355.559129859352
22021169,22,Louisiana,LA,Acadia Parish,Rayne,Crowley city,Track,Track,70578,337,34312850,45220,30.240136,-92.2419716,39247,22580,44564,569.914133226091
22021179,22,Louisiana,LA,Acadia Parish,Crowley,Crowley city,Track,Track,70526,337,31724453,120124,30.2391806,-92.3555397,54360,46838,40223,254.091837116792
22021219,22,Louisiana,LA,Acadia Parish,St. Amant,Crowley city,Track,Track,70774,225,39536041,1531046,30.2811381,-90.8476066,70588,63187,42890,614.228915349028
22021229,22,Louisiana,LA,Acadia Parish,Gonzales,Crowley city,Track,Track,70737,225,20970391,36472,30.2804328,-90.9316416,78981,70061,55695,882.718300552269
22021249,22,Louisiana,LA,Acadia Parish,Donaldsonville,Crowley city,Track,Track,70346,225,97279388,7776202,30.1317387,-91.0482577,34825,27487,32564,409.376600389854
22021259,22,Louisiana,LA,Acadia Parish,Pierre Part,Crowley city,Track,Track,70339,985,109983145,62621539,29.9461231,-91.2307052,73405,70344,47937,538.272659906532
22021269,22,Louisiana,LA,Acadia Parish,Labadieville,Crowley city,Track,Track,70372,985,202420563,982539,29.8477519,-91.004046,45945,26222,46224,415.646618069429
22021279,22,Louisiana,LA,Acadia Parish,Marksville,Crowley city,Track,Track,71351,318,51581884,195080,31.1328075,-92.076007,40309,32434,38503,422.753635936331
22021289,22,Louisiana,LA,Acadia Parish,Mansura,Crowley city,Track,Track,71350,318,137597261,1198611,31.0556868,-92.1040847,47730,29898,43901,152.727197114724
22021299,22,Louisiana,LA,Acadia Parish,Cottonport,Crowley city,Track,Track,71327,318,225432230,629747,30.959544,-92.0513267,50913,30173,52047,381.346853668384
22021309,22,Louisiana,LA,Acadia Parish,Deridder,Crowley city,Track,Track,70634,337,323024821,2472489,30.8030744,-93.3204573,58620,48017,47970,342.71818518884
22021339,22,Louisiana,LA,Acadia Parish,Castor,Crowley city,Track,Track,71016,318,394488198,4958706,32.2949904,-93.1729727,52979,58737,29155,167.624746027124
22021349,22,Louisiana,LA,Acadia Parish,Bossier City,Crowley city,Track,Track,71111,318,4082969,0,32.5463572,-93.7181728,97915,300000,64917,140.292572738419
22021379,22,Louisiana,LA,Acadia Parish,Elm Grove,Crowley city,Track,Track,71051,318,144126588,775068,32.4386597,-93.5413261,74591,63300,36786,426.205492298582
22021389,22,Louisiana,LA,Acadia Parish,Haughton,Crowley city,Track,Track,71037,318,36793587,0,32.553501,-93.5757543,57090,41916,49350,417.078299315421
2202139,22,Louisiana,LA,Acadia Parish,Vivian,Crowley city,Track,Track,71082,318,285354409,16293210,32.9364861,-93.8971944,49486,32605,50288,545.147737119772
22021409,22,Louisiana,LA,Acadia Parish,Plain Dealing,Crowley city,Track,Track,71064,318,929630965,17373216,32.8593287,-93.661428,45101,44796,38039,241.911179127303
2202149,22,Louisiana,LA,Acadia Parish,Lake Charles,Crowley city,Track,Track,70601,337,4455424,3920832,30.2180995,-93.2302313,72797,50839,62618,949.094135789004
22021689,22,Louisiana,LA,Acadia Parish,Iowa,Crowley city,Track,Track,70647,337,476378338,7710705,30.1712731,-93.0489706,58618,300000,44143,508.755732458303
22021709,22,Louisiana,LA,Acadia Parish,Dequincy,Crowley city,Track,Track,70633,337,88410138,313061,30.4494435,-93.4354268,58040,65963,37333,99.7913028266255
22021769,22,Louisiana,LA,Acadia Parish,Harrisonburg,Crowley city,Track,Track,71340,318,1076835798,25494727,31.8076074,-91.8020287,57747,29891,65461,217.893000851413
22021799,22,Louisiana,LA,Acadia Parish,Ferriday,Crowley city,Track,Track,71334,318,50220958,1337590,31.6254082,-91.5712106,27334,16336,24789,195.650353024104
2202199,22,Louisiana,LA,Acadia Parish,Haynesville,Crowley city,Track,Track,71038,318,670867929,996218,32.8878543,-93.1083133,45347,29175,45667,650.382063490257
22022079,22,Louisiana,LA,Acadia Parish,Greenwell Springs,Crowley city,Track,Track,70739,225,27496396,290356,30.5035754,-91.001755,43016,35476,31411,137.793711924477
22022139,22,Louisiana,LA,Acadia Parish,Lake Providence,Crowley city,Track,Track,71254,318,745049375,27828143,32.6596022,-91.2459591,42522,33265,38402,235.157601512656
22022179,22,Louisiana,LA,Acadia Parish,Ville Platte,Crowley city,Track,Track,70586,337,7141503,0,30.6980435,-92.2727036,29743,11537,44589,306.375167908315
22022189,22,Louisiana,LA,Acadia Parish,Chataignier,Crowley city,Track,Track,70524,337,210567618,419424,30.6013764,-92.3112512,44094,29963,38054,330.121760504779
22022199,22,Louisiana,LA,Acadia Parish,Winnsboro,Crowley city,Track,Track,71295,318,23827324,160383,32.1710991,-91.7355561,22506,17112,19225,336.788351982079
22022219,22,Louisiana,LA,Acadia Parish,Pollock,Crowley city,Track,Track,71467,318,425430152,5726069,31.5277528,-92.4507844,46853,38129,35138,175.922419402255
22022229,22,Louisiana,LA,Acadia Parish,Loreauville,Crowley city,Track,Track,70552,337,179117402,1515572,30.0507637,-91.7057025,57287,47529,41607,352.04925398529
22022239,22,Louisiana,LA,Acadia Parish,New Iberia,Crowley city,Track,Track,70560,337,150613751,3195976,29.9336082,-91.8815866,56101,63866,31878,109.656084080537
22022289,22,Louisiana,LA,Acadia Parish,White Castle,Crowley city,Track,Track,70788,225,213690624,7615014,30.1123406,-91.1815087,43379,27005,44687,291.283366753039
22022319,22,Louisiana,LA,Acadia Parish,Gretna,Crowley city,Track,Track,70054,504,1579224,141834,30.0128403,-90.1557288,65617,50471,59492,392.042042861661
22022329,22,Louisiana,LA,Acadia Parish,Metairie,Crowley city,Track,Track,70006,504,2123891,382483,30.0207553,-90.1920544,97233,77967,72729,286.776229902556
22022339,22,Louisiana,LA,Acadia Parish,Kenner,Crowley city,Track,Track,70065,504,2699901,181157,30.0263176,-90.242281,50220,29990,51526,724.573801156268
22022479,22,Louisiana,LA,Acadia Parish,River Ridge,Crowley city,Track,Track,70123,504,1172788,0,29.9420408,-90.2066653,62139,50707,49310,213.624233614823
22022489,22,Louisiana,LA,Acadia Parish,Harahan,Crowley city,Track,Track,70123,504,7040191,687078,29.9531852,-90.1902899,68581,55930,47104,664.865311958279
22022509,22,Louisiana,LA,Acadia Parish,Terrytown,Crowley city,Track,Track,70056,504,2962376,109072,29.8865065,-90.0175077,33498,22959,25756,591.965663837274
22022539,22,Louisiana,LA,Acadia Parish,New Orleans,Crowley city,Track,Track,70113,504,1006841,0,29.9235307,-90.0464711,21474,15203,32578,187.420496641664
22022559,22,Louisiana,LA,Acadia Parish,Marrero,Crowley city,Track,Track,70072,504,1384283,359740,29.9037843,-90.0958583,50870,38020,42875,240.526842294744
22022569,22,Louisiana,LA,Acadia Parish,Westwego,Crowley city,Track,Track,70094,504,2562107,0,29.892517,-90.1263528,76154,50753,66639,443.013679092524
22022629,22,Louisiana,LA,Acadia Parish,Lafitte,Crowley city,Track,Track,70067,504,68775292,21012703,29.7284634,-90.1370599,70388,51783,55084,425.851447133876
22022649,22,Louisiana,LA,Acadia Parish,Lacassine,Crowley city,Track,Track,70650,337,602091601,6967553,30.2420291,-92.9346603,61847,48543,50698,472.542636160953
22022689,22,Louisiana,LA,Acadia Parish,Scott,Crowley city,Track,Track,70583,337,6613609,0,30.2398673,-92.0524413,37264,25297,41974,258.526492299985
22022739,22,Louisiana,LA,Acadia Parish,Youngsville,Crowley city,Track,Track,70592,337,62388618,0,30.0849764,-91.9876057,107696,94065,65735,731.347953446299
22022789,22,Louisiana,LA,Acadia Parish,Carencro,Crowley city,Track,Track,70520,337,11133017,0,30.3091559,-92.0285395,55546,35856,57679,264.396692306031
22022839,22,Louisiana,LA,Acadia Parish,Golden Meadow,Crowley city,Track,Track,70357,985,10704300,1903249,29.3907205,-90.2826535,62445,54929,45300,237.889303457853
22022869,22,Louisiana,LA,Acadia Parish,Olla,Crowley city,Track,Track,71465,318,474674277,528897,31.844139,-92.1406428,58059,37826,54256,438.542151207507
22022879,22,Louisiana,LA,Acadia Parish,Trout,Crowley city,Track,Track,71371,318,1033276665,96663697,31.6097327,-92.1689524,50122,38926,41464,192.894705699215
22022889,22,Louisiana,LA,Acadia Parish,Grambling,Crowley city,Track,Track,71245,318,35895995,0,32.5431241,-92.7070047,39374,31036,27926,291.989313034068
22022929,22,Louisiana,LA,Acadia Parish,Watson,Crowley city,Track,Track,70786,225,24392027,0,30.5690866,-90.9352503,80920,69528,52392,499.436033720782
22022949,22,Louisiana,LA,Acadia Parish,Denham Springs,Crowley city,Track,Track,70726,225,11212596,236316,30.4706661,-90.9681572,68055,54294,42708,257.588992597606
22022969,22,Louisiana,LA,Acadia Parish,Maurepas,Crowley city,Track,Track,70449,225,277865135,104399602,30.2589412,-90.6066246,79061,57753,63398,409.714156040184
22022979,22,Louisiana,LA,Acadia Parish,Tallulah,Crowley city,Track,Track,71284,318,3538016,0,32.3967829,-91.1914885,41481,32059,38141,679.17212469839
22022989,22,Louisiana,LA,Acadia Parish,Bastrop,Crowley city,Track,Track,71220,318,4844639,105190,32.7843737,-91.9278194,29228,22288,26386,374.05142489177
2202299,22,Louisiana,LA,Acadia Parish,Pride,Crowley city,Track,Track,70770,225,209226674,2242137,30.6711132,-90.9796062,74567,61557,63159,1113.3713809159
22023009,22,Louisiana,LA,Acadia Parish,Campti,Crowley city,Track,Track,71411,318,212634577,24447068,31.9229208,-93.1094709,56780,42323,49684,372.443728849008
22023019,22,Louisiana,LA,Acadia Parish,Natchitoches,Crowley city,Track,Track,71457,318,6937288,234462,31.7632005,-93.0766319,66490,47857,59158,401.585482596876
22023039,22,Louisiana,LA,Acadia Parish,Cloutierville,Crowley city,Track,Track,71416,318,1004744259,21408328,31.5036903,-92.9761239,60442,49273,44727,513.310487850762
22023079,22,Louisiana,LA,Acadia Parish,Belle Chasse,Crowley city,Track,Track,70037,985,1226280,246068,29.8974722,-89.9903933,39896,31249,27210,660.408750916184
22023669,22,Louisiana,LA,Acadia Parish,Buras,Crowley city,Track,Track,70041,504,13149856,5931877,29.3472882,-89.5141121,55399,45288,56952,131.826608011373
22023679,22,Louisiana,LA,Acadia Parish,Batchelor,Crowley city,Track,Track,70715,225,666487758,54694949,30.8183979,-91.6866261,42879,32747,33420,342.85637210539
22023689,22,Louisiana,LA,Acadia Parish,Livonia,Crowley city,Track,Track,70755,225,265266929,2126578,30.5319986,-91.5838551,76933,71201,62727,270.882425053357
22023699,22,Louisiana,LA,Acadia Parish,Dry  Prong,Crowley city,Track,Track,71423,318,72814413,9129014,31.391197,-92.5382517,76682,65587,48433,310.080708513229
22023719,22,Louisiana,LA,Acadia Parish,Pineville,Crowley city,Track,Track,71360,318,16834916,0,31.3428307,-92.3942532,71249,42843,61085,607.37551422037
22023769,22,Louisiana,LA,Acadia Parish,Forest Hill,Crowley city,Track,Track,71430,318,516526491,22460065,31.0137557,-92.5499072,60947,43382,52000,487.418263056525
22023779,22,Louisiana,LA,Acadia Parish,Ball,Crowley city,Track,Track,71405,318,117658020,232571,31.4190234,-92.3358102,51755,48317,35203,348.588961979163
22023809,22,Louisiana,LA,Acadia Parish,Mangham,Crowley city,Track,Track,71259,318,476831231,3917240,32.2844665,-91.8589053,56112,34855,57336,310.956803970634
22023819,22,Louisiana,LA,Acadia Parish,Zwolle,Crowley city,Track,Track,71486,318,27796606,1511233,31.6524599,-93.6275672,34639,26065,31901,356.815258913493
